Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Shannon Park House,http://www.inviteireland.com/Accommodation/carrigaline/shannon-park-house/1183/,+353(0)214372091,-8.39516,51.825419,Cork,Carrigaline,Republic of Ireland,B&B
Chestnut Lodge,http://www.chestnutlodge.ie,3.54E+11,-8.397366,51.832107,Cork,Carrigaline,Republic of Ireland,B&B
Sea Villa,http://www.seavilla.net,+353(0)2774369,-9.886169,51.75573,Cork,Ardgroom,Republic of Ireland,B&B
Sandycove House,http://www.sandycovehouse.com,+353(0)2836223,-9.198747,51.509557,Cork,Castletownshend,Republic of Ireland,B&B
Bay View House,http://www.bayviewclonakilty.com,+353(0)238833539,-8.880512,51.623448,Cork,Clonakilty,Republic of Ireland,B&B
Ballard House,,+353(0)238833865,-8.846567,51.637972,Cork,Clonakilty,Republic of Ireland,B&B
Tudor Lodge,http://www.tudorlodgecork.com,+353(0)238833046,-8.889478,51.625522,Cork,Clonakilty,Republic of Ireland,B&B
Duvane House,http://www.duvanefarmhouse.com,+353(0)238833129,-8.928934,51.612839,Cork,Clonakilty,Republic of Ireland,B&B
Melrose Bed & Breakfast,http://www.melrosewestcork.com,+353(0)238833956,-8.908599,51.617508,Cork,Clonakilty,Republic of Ireland,B&B
Macliam Lodge,https://www.macliamlodge.com/,3.53E+11,-8.9010003,51.6209794,Cork,Clonakilty,Ireland,B&B
Springfield House,http://www.springfieldhousebandb.com,+353(0)238840622,-8.94169056,51.56633452,Cork,Castlefreke,Republic of Ireland,B&B
Mountview House,http://www.mountviewcobh.blogspot.com,+353(0)214814260,-8.291899,51.853284,Cork,Cobh,Republic of Ireland,B&B
Caroleville,http://www.caroleville.com,+353(0)214294321,-8.430133,51.893781,Cork,Cork City,Republic of Ireland,B&B
Number Forty Eight,http://www.bbcorknumberfortyeight.com,+353(0)214505790,-8.456336,51.902333,Cork,Cork City,Republic of Ireland,B&B
Woodpoint,http://www.courtmacsherryangling.ie/?page_id=13,+353(0)238846427,-8.690766,51.634704,Cork,Courtmacsherry,Republic of Ireland,B&B
Galley Cove House,http://www.galleycovehouse.com,+353(0)2835137,-9.735651,51.464431,Cork,Crookhaven,Republic of Ireland,B&B
Island View House,https://www.islandviewhouse.net/,+353(0)2763081,-9.542959,51.751765,Cork,Glengarriff,Republic of Ireland,B&B
The Heron's Cove,http://www.heronscove.com,+353(0)2835225,-9.708978,51.495923,Cork,West Cork,Republic of Ireland,B&B
Valley-View,http://www.valleyviewkinsale.com,+353(0)214772842,-8.538703,51.721826,Cork,Kinsale,Republic of Ireland,B&B
Ashgrove,http://homepage.eircom.net/~ashgrovebb/,+353(0)214774127,-8.529186,51.70761,Cork,Kinsale,Republic of Ireland,B&B
Greenmount House,,+353(0)214772674,-8.49824,51.708497,Cork,Kinsale,Republic of Ireland,B&B
Sea Gull House,http://www.bandbireland.com/accommodation/25808/sea-gull-house,+353(0)214772240,-8.524891,51.70714,Cork,Kinsale,Republic of Ireland,B&B
Fountain House,http://www.fountainhousemacroom.com,+353(0)2643813,-8.927426,51.874832,Cork,Macroom,Republic of Ireland,B&B
Findus House,http://www.findushouse.ie,+353(0)2640023,-9.074286,51.890201,Cork,Macroom,Republic of Ireland,B&B
Weston House B&B,https://www.facebook.com/WestonHouseIreland?fref=ts,+353(0)2645097,-9.171422976,51.94599792,Cork,Ballyvourney,Republic of Ireland,B&B
Park South,http://www.park-south.com,+353(0)2225296,-8.523922,52.226934,Cork,Doneraile,Republic of Ireland,B&B
Annabella Lodge,http://www.annabellalodge.com,+353(0)2243991,-8.656099758,52.1380667,Cork,Mallow,Republic of Ireland,B&B
Sundown House,http://www.sundownhousebb.com,+353(0)214667375,-8.084723,51.920977,Cork,Castlemartyr,Republic of Ireland,B&B
Marguerites,http://www.margueritesskibbereen.com,+353(0)2821166,-9.278006,51.541257,Cork,Skibbereen,Republic of Ireland,B&B
Shearwater Country House B&B,http://shearwaterbandb.com/,+353(0)2833178,-9.130571356,51.55812457,Cork,Union Hall,Republic of Ireland,B&B
PK Lodge,http://www.pklodgeskibbereen.com,+353(0)2821749,-9.239134,51.560277,Cork,Skibbereen,Republic of Ireland,B&B
Coolbawn Lodge Farmhouse,http://www.coolbawnlodge.com,+353(0)2838166,-9.332826,51.589705,Cork,Drimoleague,Republic of Ireland,B&B
Elm Brook,,+353(0)719852615,-8.185912,54.499024,Donegal,Ballyshannon,Republic of Ireland,B&B
Westbrook House,http://www.westbrookhouse.ie,+353(0)749361067,-7.455658,55.142057,Donegal,Buncrana,Republic of Ireland,B&B
Caldra,http://www.caldrabandb.com,+353(0)749363703,-7.461378,55.144978,Donegal,Buncrana,Republic of Ireland,B&B
Killavil House,http://www.killavilhouse.com,+353(0)719841556,-8.262694,54.483987,Donegal,Bundoran,Republic of Ireland,B&B
Riversdale Country House,https://www.facebook.com/RiversdaleCountryHouse/,+353(0)749374017,-7.259930157,55.25393148,Donegal,Carndonagh,Republic of Ireland,B&B
Mevagh House,http://www.mevaghhouse.com,+353(0)749154708,-7.785543,55.176324,Donegal,Carrigart,Republic of Ireland,B&B
Bayside,http://www.bayside.ie,+353(0)749722768,-8.121609,54.610024,Donegal,Laghey,Republic of Ireland,B&B
Ros-earl B&B,http://www.booking.com/hotel/ie/rosearl-b-amp-b.en-gb.html?,+353(0)749721462,-8.109945,54.648606,Donegal,Donegal Town,Republic of Ireland,B&B
Ardlenagh View,http://www.ardlenaghview.com,+353(0)749721646,-8.117911,54.633358,Donegal,,Republic of Ireland,B&B
Milltown House,http://www.milltownhousebandb.com,+353(0)749721985,-8.116967,54.633923,Donegal,Donegal Town,Republic of Ireland,B&B
Haywoods,http://www.littleireland.ie/haywoods,+353(0)749721236,-8.098833,54.653352,Donegal,,Republic of Ireland,B&B
Avalon,http://www.avalonbandbglenties.com,+353(0)749551292,-8.279082,54.790222,Donegal,Glenties,Republic of Ireland,B&B
Brennan's B&B,https://www.brennansbnb.ie,+353(0)749551235,-8.282142,54.796294,Donegal,Glenties,Republic of Ireland,B&B
Ardlee,http://www.ardleehouse.ie,+353(0)749121943,-7.718962,54.957411,Donegal,Letterkenny,Republic of Ireland,B&B
Portobello B&B,http://www.portobellobandb.com/,+353(0)14543259,-6.273254,53.331974,Dublin,Dublin,Republic of Ireland,B&B
Millstream House,http://www.millstreamhouse.com,+353(0)6821129,-9.515209,52.443025,Kerry,Listowel,Republic of Ireland,B&B
Conamara House,http://www.conamarahouse.com,+353(0)9523530,-10.127291,53.416071,Galway,Ballyconneely,Republic of Ireland,B&B
Santa Cruz,http://www.santacruzbbdunlaoghaire.com,+353(0)12841334,-6.145764,53.28484,Dublin,,Republic of Ireland,B&B
Greenacres,http://www.greenacresrathcoole.com,+353(0)14580732,-6.499315,53.257096,Dublin,Newtown,Republic of Ireland,B&B
Brides Glen Farm House,http://www.bridesglenhouse.com,+353(0)12822510,-6.149718,53.239482,Dublin,Loughlinstown,Republic of Ireland,B&B
Beechwood Country House,http://www.beechwood.ie,+353(0)18463855,-6.14751539,53.43329329,Dublin,Malahide,Republic of Ireland,B&B
An Duna Ri,https://an-duna-ri-bed-breakfast.business.site/,+353(0)646633230,-9.485233163,52.01926456,Kerry,Muckross,Republic of Ireland,B&B
Lissyclearig Thatched Cottage,http://www.lissyclearigthatchedcottage.com,+353(0)646642562,-9.595596,51.900625,Kerry,Kenmare,Republic of Ireland,B&B
Seaview,http://www.bandbireland.com/accommodation/26108/seaview,+353(0)18315335,-6.161705,53.376969,Dublin,Raheny,Republic of Ireland,B&B
Annally,http://www.annally.ie,+353(0)18327485,-6.165006,53.379759,Dublin,Raheny,Republic of Ireland,B&B
Cashel Lodge,http://www.cashellodge.com,+353(0)18368935,-6.232624,53.379238,Dublin,Whitehall,Republic of Ireland,B&B
Heather View,https://www.heatherview.com/,+353(0)18453483,-6.177301,53.432828,Dublin,Kinsealy,Republic of Ireland,B&B
San Juan,http://www.sanjuan-guesthouse.com,+353(0)18460424,-6.20318,53.424467,Dublin,Kinsealy,Republic of Ireland,B&B
Woodview Farmhouse,http://www.woodviewfarmhouse.com,+353(0)18491528,-6.1565,53.575827,Dublin,Skerries,Republic of Ireland,B&B
Collinswood,http://www.bandbireland.com/accommodation/27935/collinswood-b-b,+353(0)18400966,-6.227312,53.461203,Dublin,Swords,Republic of Ireland,B&B
Clai Ban,http://www.claiban-house.com/,+353(0)9961111,-9.671875,53.12292,Galway,Aran Islands,Republic of Ireland,B&B
Abbeyville,http://www.abbeyvillebarna.com,+353(0)91592430,-9.150585,53.252152,Galway,Barna,Republic of Ireland,B&B
Hazelbrook,http://www.hazelbrook-connemara.net,+353(0)9544646,-10.11602,53.555386,Galway,Cleggan,Republic of Ireland,B&B
The Ocean Wave,http://www.oceanwave-bedandbreakfast.com,+353(0)9544775,-10.139026,53.55801,Galway,Cleggan,Republic of Ireland,B&B
Cois na Mara,http://www.coisnamara.net,+353(0)9544647,-10.121586,53.555917,Galway,Cleggan,Republic of Ireland,B&B
Cnoc Breac,http://www.cnocbreac.com,+353(0)9544688,-10.124743,53.557392,Galway,Cleggan,Republic of Ireland,B&B
Ben Breen House,http://www.benbreenhouse.ie/,+353(0)9541171,-10.029912,53.543151,Galway,Moyard,Republic of Ireland,B&B
Faul House,http://www.faulhouse.com,+353(0)9521239,-10.033501,53.477142,Galway,Clifden,Republic of Ireland,B&B
Rockmount House,http://www.rockmounthouse.com,+353(0)9521763,-10.098997,53.498581,Galway,Clifden,Republic of Ireland,B&B
The Wilderness,http://www.thewildernessbandb.com,+353(0)861035699,-9.900527,53.469666,Galway,Clifden,Republic of Ireland,B&B
Ardmore House,https://www.facebook.com/Ardmore-House-Bed-Breakfast-Sky-Road-Clifden-166966460027337/,+353(0)9521221,-10.10398,53.499591,Galway,Clifden,Republic of Ireland,B&B
Cregg House,https://www.bandbireland.com/accommodation/26162/cregg-house,+353(0)9521326,-9.977001,53.484326,Galway,Clifden,Republic of Ireland,B&B
Ballykine House,http://www.bedandbreakfastcong.com,+353(0)949546150,-9.348448,53.548818,Galway,Clonbur,Republic of Ireland,B&B
Corrib View,http://www.corribviewfarm.com,+353(0)91791114,-9.05873,53.368517,Galway,Annaghdown,Republic of Ireland,B&B
Abbey View,,+353(0)91524488,-9.09941,53.297916,Galway,Galway City,Republic of Ireland,B&B
Woodhaven Lodge,http://woodhavenlodge.com/,+353(0)91753806,-9.004623,53.276836,Galway,Merlin Park,Republic of Ireland,B&B
Woodville,http://www.woodvillegalway.com,+353(0)91524260,-9.112975,53.26103,Galway,Salthill,Republic of Ireland,B&B
Liskea House,http://www.bandbireland.com/accommodation/26549/liskea-house,+353(0)91584318,-9.066746,53.265849,Galway,Salthill,Republic of Ireland,B&B
The Western Way,http://www.westernwaybb.com,35391552475,-9.3198572,53.4302875,Galway,Oughterard,Ireland,B&B
Crossriver,https://www.bandbireland.com/accommodation/26370/crossriver-b-b,35391552676,-9.3225495,53.4325809,Galway,Oughterard,Ireland,B&B
Camillaun Lodge,https://www.camillaun.com/,35391552678,-9.319097,53.4335531,Galway,Oughterard,Ireland,B&B
Riverwalk House,https://www.bandbireland.com/accommodation/25888/river-walk-house,35391552788,-9.325448,53.429063,Galway,Oughterard,Ireland,B&B
Corrib View Country House,https://www.bandbireland.com/accommodation/27104/corrib-view-country-house,35391552345,-9.26982,53.425799,Galway,Oughterard,Ireland,B&B
Gleann Treasna,,+353(0)91572474,-9.54573,53.260243,Galway,Rossaveal,Republic of Ireland,B&B
Errisbeg Lodge,http://www.errisbeglodge.com,+353(0)9535807,-9.952294,53.384581,Galway,Roundstone,Republic of Ireland,B&B
Rush Lake House,http://www.rushlakehouse.com,+353(0)9535915,-9.924923,53.391558,Galway,Roundstone,Republic of Ireland,B&B
Briseadh na Carraige,http://www.galwaybay.com,+353(0)91553212,-9.259394,53.246601,Galway,Spiddal,Republic of Ireland,B&B
Ardmor Country House,http://www.ardmorcountryhouse.com/,+353(0)91553145,-9.320589,53.243639,Galway,Spiddal,Republic of Ireland,B&B
Sea Shore,http://www.seashorebandbballybunion.com,+353(0)6827986,-9.669792,52.526562,Kerry,Ballybunion,Republic of Ireland,B&B
Castle View House,http://www.castleviewhouse.com,+353(0)6843304,-9.495796,52.573061,Kerry,Ballylongford,Republic of Ireland,B&B
Ferryview B&B,http://www.ferryview.com,+353(0)669472052,-10.268127,51.930456,Kerry,Cahersiveen,Republic of Ireland,B&B
San Antoine,http://www.sanantoine.com,+353(0)669472521,-10.23521389,51.94159175,Kerry,Cahersiveen,Republic of Ireland,B&B
Cul Draiochta,,+353(0)669473141,-10.241932,51.93396424,Kerry,,Republic of Ireland,B&B
Iveragh Heights,http://www.iveraghheights.com,+353(0)669472545,-10.21354198,51.95060114,Kerry,,Republic of Ireland,B&B
Glenbrook House,https://www.glenbrookhouse.com/,3.54E+11,-9.494675,52.188597,Kerry,Killarney,Ireland,B&B
Castlemaine House,,+353(0)669767361,-9.702593,52.167968,Kerry,Castlemaine,Republic of Ireland,B&B
Mount Brandon Lodge,http://www.dingleway.com/accommodation/cloghane-bed-breakfast-mount-brandon-lodge.php?page=details,+353(0)667138117,-10.18171502,52.23621045,Kerry,Cloghane,Republic of Ireland,B&B
Coill An Rois,http://www.dinglebb.com,+353(0)669155475,-10.329186,52.216962,Kerry,Dingle,Republic of Ireland,B&B
Devanes,http://www.devanesdingle.com,+353(0)669151193,-10.27266317,52.14356525,Kerry,Dingle,Republic of Ireland,B&B
Ferriter's Cove,https://twitter.com/ferriters_cove,+353(0)669156295,-10.44443939,52.17793898,Kerry,Ballyferriter,Republic of Ireland,B&B
Dingle Heights,http://www.dingleheights.com,+353(0)669151543,-10.28024386,52.14446625,Kerry,Dingle,Republic of Ireland,B&B
Killfountain Farm,http://www.killfountain.com,+353(0)669151389,-10.298782,52.151266,Kerry,Dingle,Republic of Ireland,B&B
O'Neill B&B,http://www.oneillsbedandbreakfast.com,+353(0)669151639,-10.265397,52.139375,Kerry,Dingle,Republic of Ireland,B&B
Blackstones House,http://www.blackstoneshouse.com,+353(0)669760164,-9.879444,52.015517,Kerry,Glencar,Republic of Ireland,B&B
Ashfield B&B,http://www.ashfieldkenmare.com,+353(0)646642234,-9.569807,51.882638,Kerry,Kenmare,Republic of Ireland,B&B
Kenmare House B&B,http://www.kenmarehousebandb.com,+353(0)646641283,-9.596236383,51.88280604,Kerry,Kenmare,Republic of Ireland,B&B
Rockcrest House,http://www.visit-kenmare.com,+353(0)646641248,-9.588864,51.880118,Kerry,Kenmare,Republic of Ireland,B&B
Druid Cottage,http://www.druidcottagekenmare.com,+353(0)646641803,-9.598037,51.882813,Kerry,Kenmare,Republic of Ireland,B&B
Tara Farm,https://www.tarafarm.ie/tara-farm/,3.54E+11,-9.596826,51.877904,Kerry,Kenmare,Republic of Ireland,B&B
Oldchurch House,http://www.oldchurchkenmare.com,+353(0)646642054,-9.568459,51.884503,Kerry,Kenmare,Republic of Ireland,B&B
An Bruachan,http://www.bruachan.com,+353(0)646641682,-9.596002,51.887004,Kerry,Kenmare,Republic of Ireland,B&B
Doolin Cottage B&B,http://www.doolincottage.net,+353(0)657074762,-9.379064,53.016766,Clare,Doolin,Republic of Ireland,B&B
O'Sheas Ceol Na hAabhann,http://www.osheasceolnahabhann.com,+353(0)646641498,-9.600461,51.8923,Kerry,Kenmare,Republic of Ireland,B&B
The Caha's,http://cahaskenmare.com/,+353(0)646641271,-9.585233,51.888057,Kerry,Kenmare,Republic of Ireland,B&B
Birchwood,http://www.birchwoodkilgarvan.com,+353(0)646685473,-9.429964,51.906267,Kerry,Kilgarvan,Republic of Ireland,B&B
Windway House,http://www.bandbireland.com/accommodation/26349/windway-house,+353(0)646632835,-9.5162,52.062191,Kerry,Killarney,Republic of Ireland,B&B
Salmon Leap Farm,http://www.salmonleapfarm.com,+353(0)647753005,-9.329026,51.98486,Kerry,Killarney,Republic of Ireland,B&B
Dunn Court House,,+353(0)646634622,-9.465763,52.054709,Kerry,Killarney,Republic of Ireland,B&B
Cillcearn House,http://www.cillcearn.com,+353(0)646635670,-9.472381,52.057084,Kerry,Killarney,Republic of Ireland,B&B
Alderhaven Country Home,http://www.alderhaven.com,+353(0)646631982,-9.484176,52.057428,Kerry,Killarney,Republic of Ireland,B&B
Farmstead Lodge,http://homepage.eircom.net/~farmsteadlodge/,+353(0)669761968,-9.75344,52.0661,Kerry,Kilgobnet,Republic of Ireland,B&B
St Anthonys Lodge,http://www.best-bb-killarney.com/,+353(0)646631534,-9.489189,52.060523,Kerry,Killarney,Republic of Ireland,B&B
Reeks View,http://www.reeksview.com,+353(0)646633910,-9.466098,52.070561,Kerry,Killarney,Republic of Ireland,B&B
Dromhall Heights,http://www.dromhall-heights.com,+353(0)646632662,-9.501818,52.053538,Kerry,Killarney,Republic of Ireland,B&B
Wayside,http://www.waysidekillarney.com,+353(0)646644284,-9.633293,52.053702,Kerry,Killarney,Republic of Ireland,B&B
Ardree House,http://www.ardreehouse.com,+353(0)646632593,-9.506655,52.055165,Kerry,Killarney,Republic of Ireland,B&B
Flesk Lodge,http://www.flesklodge.com,3.54E+11,-9.5059057,52.0488668,Kerry,Killarney,Ireland,B&B
Emerville House,http://www.emervillehouse.com,+353(0)646633342,-9.50488,52.055488,Kerry,Killarney,Republic of Ireland,B&B
Valley View Farmhouse,http://www.valleyview-farmhouse.com,+353(0)646631206,-9.445725,52.013966,Kerry,Muckross,Republic of Ireland,B&B
Lios na Manach,,+353(0)646631283,-9.465988138,52.04658479,Kerry,Muckross,Republic of Ireland,B&B
Gormans,http://www.gormanscountryhome.com,+353(0)646633149,-9.515562,52.109192,Kerry,Killarney,Republic of Ireland,B&B
Elyod House,http://www.elyodhouse.com,+353(0)646636544,-9.513838,52.052173,Kerry,Killarney,Republic of Ireland,B&B
Palmgrove House,,+353(0)6821857,-9.439159,52.453005,Kerry,Listowel,Republic of Ireland,B&B
North County House,https://northcountyhouse.ie/,+353(0)6821238,-9.48338,52.446981,Kerry,Listowel,Republic of Ireland,B&B
The Waterfront,https://www.facebook.com/pages/The-Waterfront-BB-Portmagee/102320913178356,+353(0)669477208,-10.360767,51.884901,Kerry,Portmagee,Republic of Ireland,B&B
Sneem River Lodge,http://www.sneemriverlodge.ie/indexmain.html,+353(0)646645578,-9.906036,51.835713,Kerry,Sneem,Republic of Ireland,B&B
Gurrane,,+353(0)667124734,-9.684066,52.281732,Kerry,Tralee,Republic of Ireland,B&B
Bayview House,http://www.bayviewhousetralee.com,+353(0)667129974,-9.738322,52.279869,Kerry,Tralee,Republic of Ireland,B&B
Bleach Farmhouse,http://www.bleachfarmhouse.com,+353(0)667121785,-9.699124,52.270683,Kerry,Blennerville,Republic of Ireland,B&B
Shangri-la,http://www.shangrilabandbtralee.com,+353(0)667136214,-9.791202446,52.27497876,Kerry,Tralee,Republic of Ireland,B&B
Golf Links View,http://www.golflinksview.com,+353(0)669474623,-10.179289,51.842345,Kerry,Waterville,Republic of Ireland,B&B
Klondyke House,http://www.watervillebandb.com,+353(0)669474119,-10.176066,51.834077,Kerry,Waterville,Republic of Ireland,B&B
Curragh Plains,http://bandbnewbridge.com/,+353(0)45442015,-6.792001,53.149243,Kildare,,Republic of Ireland,B&B
Eaglehill B&B,http://www.facebook.com/eaglehillbandb,+353(0)45526097,-6.875725,53.091394,Kildare,The Curragh,Republic of Ireland,B&B
Cloncarlin House,http://www.cloncarlinhouse.com,+353(0)45525722,-7.027147,53.136592,Kildare,Monasterevan,Republic of Ireland,B&B
Aran Lodge,http://www.aran-lodge.com,+353(0)2750378,-9.441754,51.723123,Cork,Ballylickey,Republic of Ireland,B&B
Bungalow Farmhouse,http://www.bungalowbb.com,+353(0)568835215,-7.510049,52.724031,Kilkenny,Freshford,Republic of Ireland,B&B
Brandon View House,https://www.facebook.com/Brandonviewhousebedandbreakfast/,+353(0)599724625,-6.901718,52.51184,Kilkenny,Graiguenamanagh,Republic of Ireland,B&B
Grove Farmhouse,http://www.bandbs.ie/bedandbreakfast/grove-farmhouse-bb-kilkenny/,+353(0)567758467,-7.095248,52.471511,Kilkenny,Inistioge,Republic of Ireland,B&B
Auburndale,http://www.auburndale.ie,+353(0)567762716,-7.251076076,52.63465752,Kilkenny,Kilkenny City,Republic of Ireland,B&B
The Rise,http://www.therisedunmore.com,+353(0)567764534,-7.255472,52.684079,Kilkenny,Dunmore,Republic of Ireland,B&B
Coolmore Farmhouse,http://www.coolmorefarmhouse.com,+353(0)567768727,-7.226291,52.458307,Kilkenny,Knocktopher,Republic of Ireland,B&B
Oldtown Farmhouse,http://www.oldtownfarmhouse.com,+353(0)567728224,-7.210139,52.521353,Kilkenny,Stoneyford,Republic of Ireland,B&B
Laois County Lodge,http://www.laoiscountylodge.com,+353(0)578620472,-7.278501,53.038521,Laois,Portlaoise,Republic of Ireland,B&B
Ivyleigh House,http://www.ivyleigh.com,+353(0)578622081,-7.300001055,53.035758,Laois,Portlaoise,Republic of Ireland,B&B
Coolrahnee House,http://www.coolrahneehouseaskeaton.com/,+353(0)61398883,-8.980777,52.603402,Limerick,Askeaton,Republic of Ireland,B&B
Ballingowan House,https://www.bandbireland.com/accommodation/25975/ballingowan-house,+353(0)6962341,-9.031212,52.459825,Limerick,Newcastle West,Republic of Ireland,B&B
Melview Lodge,http://www.melviewlodge.com,+353(0)433345061,-7.791233,53.756633,Longford,,Republic of Ireland,B&B
Achill Isle House,http://www.achillislehouse.com,+353(0)9843355,-10.086042,53.974223,Mayo,Newtown,Republic of Ireland,B&B
West Coast House,http://www.achillwestcoasthousebandb.com/,+353(0)9843317,-10.112938,53.976274,Mayo,,Republic of Ireland,B&B
Templecarrig House,https://www.templecarrighouse.com/,3.54E+11,-9.221627,53.572568,Mayo,Ballinrobe,Ireland,B&B
Keadyville House B&B,https://keadyvillehousebandb.com/,+353(0)9643288,-9.35947,54.274776,Mayo,Ballycastle,Republic of Ireland,B&B
The Yellow Rose B&B,http://www.bandbireland.com/accommodation/26539/the-yellow-rose-b-b,+353(0)9643125,-9.561145,54.307651,Mayo,Belderrig,Republic of Ireland,B&B
Hillcrest House,,+353(0)9783494,-9.740963,54.144608,Mayo,Bangor Erris,Republic of Ireland,B&B
Doogarry House,http://www.doogarryhouse.com,+353(0)949021793,-9.26301,53.8526,Mayo,Castlebar,Republic of Ireland,B&B
Millhill House,http://www.millhillcastlebar.com,+353(0)949024279,-9.350333,53.820319,Mayo,Castlebar,Republic of Ireland,B&B
Rose Garden,,+353(0)949021162,-9.298632,53.853379,Mayo,Castlebar,Republic of Ireland,B&B
Granuaile House,http://granuailehouse.islandswest.ie/,+353(0)9826250,-9.952312,53.799888,Mayo,Clare Island,Republic of Ireland,B&B
Valley Lodge,http://www.valleylodgeaccommodation.com,+353(0)949365180,-9.058039998,53.78425129,Mayo,Claremorris,Republic of Ireland,B&B
Casa Mia,,+353(0)949371405,-8.995134,53.721368,Mayo,Claremorris,Republic of Ireland,B&B
Nymphsfield House,http://www.nymphsfieldhouse.com,+353(0)949546320,-9.272576,53.544615,Mayo,Cong,Republic of Ireland,B&B
Hill View Farm,,+353(0)949546500,-9.290112,53.550315,Mayo,Cong,Republic of Ireland,B&B
Hazel Grove,http://www.hazelgrove.net,+353(0)949546060,-9.292407,53.556758,Mayo,Cong,Republic of Ireland,B&B
Aisling House,https://www.bandbireland.com/accommodation/26090/aisling-house,3.54E+11,-8.910092,53.793525,Mayo,Knock,Republic of Ireland,B&B
Windemere,,+353(0)949388326,-8.915293525,53.78499496,Mayo,Knock,Republic of Ireland,B&B
Ponderosa,http://www.ponderosamayo.com,+353(0)9866440,-9.801918,53.763059,Mayo,Louisburgh,Republic of Ireland,B&B
