Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Grovemount House,https://www.grovemount-ennistymon.com/,+353(0)657071431,-9.303594,52.939705,Clare,Ennistymon,Republic of Ireland,B&B
Moloney House,http://www.moloneyhouse.ie,+353(0)871250303,-9.38285351901436,53.0136557193409,Clare,Doolin,Republic of Ireland,B&B
Tigh Fitz,http://www.tighfitz.com,+353(0)9961213,-9.66416802083199,53.1056002634114,Galway,Aran Islands,Republic of Ireland,"B&B,Welcome Standard"
Harbour House B&B,http://www.harbourhousebb.com,+353(0)539425117,-6.22928027918533,52.644582828659,Wexford,Gorey,Republic of Ireland,"B&B,Welcome Standard"
West End Bar,http://www.westendfenit.ie,+353(0)667136246,-9.864376,52.276691,Kerry,Fenit,Republic of Ireland,"B&B,Welcome Standard"
Abbey Lodge,http://www.abbey-lodge.com,+353(0)646634193,-9.506673,52.055283,Kerry,Killarney,Republic of Ireland,"B&B,Welcome Standard"
Óstán Loch Altan Hotel,http://www.ostanlochaltan.com/,+353(0)749135267,-8.13319390178298,55.1216751758302,Donegal,Gortahork,Republic of Ireland,Hotel
Ballyliffin Hotel,http://www.ballyliffinhotel.com,+353(0)749376106,-7.393952,55.277699,Donegal,Ballyliffin,Republic of Ireland,Hotel
Lucan Spa Hotel,https://www.facebook.com/LucanSpa/,+353(0)16280494,-6.4636215251312,53.3556529419459,Dublin,Lucan,Republic of Ireland,Hotel
Dooley's Hotel Waterford,http://www.dooleys-hotel.ie,+353(0)51873531,-7.11559923677066,52.262860884405,Waterford,Waterford City,Republic of Ireland,Hotel
Dorrian’s Imperial Hotel,http://www.dorriansimperialhotel.com,+353(0)719851147,-8.19124232142644,54.5020065267716,Donegal,Ballyshannon,Republic of Ireland,Hotel
The Wyatt Hotel,http://www.wyatthotel.com,+353(0)9825027,-9.52530618650814,53.799263197959,Mayo,Westport,Republic of Ireland,Hotel
Arbutus Hotel,http://www.arbutuskillarney.com,+353(0)646631037,-9.50609804662701,52.0595528069219,Kerry,Killarney,Republic of Ireland,Hotel
Bridge Hotel,https://www.facebook.com/pages/Bridge-Hotel-Arklow/296977553466?ref=bookmarks,+353(0)40231666,-6.15244,52.798163,Wicklow,Arklow,Republic of Ireland,Hotel
Kelly's Resort Hotel,https://www.facebook.com/pages/Kellys-Resort-Hotel/306173243827,+353(0)539132114,-6.387774,52.275493,Wexford,Rosslare,Republic of Ireland,Hotel
Ryan's Hotel,http://www.ryanshotelcong.ie,+353(0)949546243,-9.28634746990587,53.5413240917535,Mayo,Cong,Republic of Ireland,Hotel
Maple Hotel,http://www.maplehotel.com,+353(0)18555442,-6.254402,53.351114,Dublin,Dublin,Republic of Ireland,Hotel
Hearn's Hotel,https://www.facebook.com/pages/category/Hotel/Hearns-Hotel-2217804311776051,+353(0)526121611,-7.69800156546784,52.3535785113643,Tipperary,Clonmel,Republic of Ireland,Hotel
Taravie Hotel,https://www.facebook.com/pages/Taravie-Hotel/200397549970664,+353(0)539425208,-6.22803760615158,52.6453261952865,Wexford,Gorey,Republic of Ireland,Hotel
Barry's Hotel,http://www.barryshotel.com,+353(0)18749407,-6.262855,53.355329,Dublin,Dublin,Republic of Ireland,Hotel
O'Shea's Hotel,http://www.osheas-hotel.com,+353(0)51381246,-7.15032496197125,52.1599075470621,Waterford,Tramore,Republic of Ireland,Hotel
Munster Arms Hotel,http://www.munsterarmshotel.ie,+353(0)238841562,-8.73374849685478,51.7451811339418,Cork,Bandon,Republic of Ireland,Hotel
Glendalough Hotel,http://www.glendaloughhotel.com,+353(0)40445135,-6.3257687638063,53.0114087514418,Wicklow,Glendalough,Republic of Ireland,Hotel
Wynn's Hotel,http://www.wynnshotel.ie,+353(0)18745131,-6.25874298528481,53.3483888333346,Dublin,Dublin,Republic of Ireland,Hotel
Glen Hotel,http://www.theglenhotel.weebly.com,+353(0)749520505,-8.49961369807817,54.9900698835608,Donegal,,Republic of Ireland,Hotel
Imperial Hotel (Galway),http://www.imperialhotelgalway.ie,+353(0)91563033,-9.05090665889542,53.2746043446592,Galway,Eyre Square,Republic of Ireland,Hotel
Dunraven Arms Hotel,http://www.dunravenhotel.com,+353(0)61605900,-8.78676176190185,52.5655142970244,Limerick,Adare,Republic of Ireland,Hotel
O'Donovan's Hotel,http://www.odonovanshotel.com,+353(0)238833250,-8.88993988343236,51.6230302094102,Cork,Clonakilty,Republic of Ireland,Hotel
Strand Hotel,https://strandhotel.ie/,+353(0)9843241,-10.0283674576721,54.0115927078879,Mayo,,Republic of Ireland,Hotel
Greville Arms Hotel,http://www.grevillearmshotel.ie/,353449348563,-7.34092228282065,53.5257780714162,Westmeath,Mullingar,Republic of Ireland,Hotel
Salthill Hotel,https://www.facebook.com/salthillhotel?ref=hl,35391522711,-9.08734321230315,53.2586568458885,Galway,Salthill,Republic of Ireland,Hotel
The Anner Hotel,http://www.annerhotel.ie,+353(0)50421799,-7.79621553372953,52.6787770238762,Tipperary,Thurles,Republic of Ireland,Hotel
Rosapenna Hotel and Golf Resort,http://www.rosapenna.ie,+353(0)749155301,-7.82736392855838,55.1886294969992,Donegal,Downings,Republic of Ireland,Hotel
Hotel Kilkenny,http://www.hotelkilkenny.ie,+353(0)567762000,-7.26107850487619,52.6430975043169,Kilkenny,Kilkenny City,Republic of Ireland,Hotel
Anno Santo Hotel,,+353(0)91523011,-9.08856531225114,53.2633111787586,Galway,Salthill,Republic of Ireland,Hotel
Innishannon House Hotel,http://www.innishannonhotel.ie,+353(0)214775121,-8.64807554844469,51.759688220569,Cork,Innishannon,Republic of Ireland,Hotel
Brandon Hotel Conference & Leisure Centre,http://www.facebook.com/brandonhotel,+353(0)667123333,-9.70993895758533,52.2670564758397,Kerry,Tralee,Republic of Ireland,Hotel
"Mount Errigal Hotel, Conference and Leisure Centre",http://www.mounterrigal.com,+353(0)749122700,-7.71392856564136,54.9504880106702,Donegal,Letterkenny,Republic of Ireland,Hotel
Devon Inn Hotel,http://www.devoninnhotel.ie,+353(0)6984122,-9.17974568919373,52.3948304655072,Limerick,Templeglantine,Republic of Ireland,Hotel
Castle Arms Hotel,http://www.castlearmshotel.ie,+353(0)578736117,-7.3960358312654,52.8453718945471,Laois,Durrow,Republic of Ireland,Hotel
Ferrycarrig Hotel,http://www.ferrycarrighotel.com,+353(0)539120999,-6.50578233919998,52.3537286788285,Wexford,Ferrycarrig,Ireland,Hotel
Carraroe Hotel,http://carraroehotel.com,+353(0)91869577,-9.60686066319779,53.2639305308593,Galway,Carraroe,Republic of Ireland,Hotel
Roundstone House Hotel,https://www.facebook.com/roundstonehouse/,+353(0)9535864,-9.91904029753595,53.3951509984551,Galway,Roundstone,Republic of Ireland,Hotel
Kenmare Bay Hotel & Resort,http://www.kenmarebayhotel.com,+353(0)646641300,-9.59134572387313,51.8830245640437,Kerry,Kenmare,Republic of Ireland,Hotel
Greenhills Hotel,http://www.greenhillsgroup.com,+353(0)61453033,-8.6711574951239,52.6737115938038,Limerick,Limerick City,Republic of Ireland,Hotel
Fitzgeralds Hotel,http://www.fitzgeraldshotel.com,+353(0)719841336,-8.28449454596329,54.4766292864127,Donegal,Bundoran,Republic of Ireland,Hotel
White Lady Hotel,http://www.whiteladyhotelkinsale.ie,+353(0)214772737,-8.51974989814755,51.7014365711456,Cork,Kinsale,Republic of Ireland,Hotel
Riverbank House Hotel,http://www.riverbankhousehotel.com,+353(0)539123611,-6.45500504414553,52.3446885443078,Wexford,,Republic of Ireland,Hotel
Mountshannon Hotel,http://www.mountshannon-hotel.ie,+353(0)61927162,-8.42815869692424,52.931839139924,Clare,Mountshannon,Republic of Ireland,Hotel
Killarney Avenue Hotel,http://www.killarneyavenue.com,+353(0)646632522,-9.50626877488616,52.0575264280726,Kerry,Killarney,Republic of Ireland,Hotel
Blarney Woollen Mills Hotel,http://www.blarneywoollenmillshotel.com,+353(0)214385011,-8.56525258895499,51.9329310469767,Cork,Blarney,Republic of Ireland,Hotel
Town House Hotel,http://www.thetownhousehotel.ie,+353(0)45879226,-6.67192033498759,53.2162504396336,Kildare,Naas,Republic of Ireland,Hotel
Sancta Maria Hotel,http://www.sancta-maria.ie,+353(0)657081041,-9.31910898262026,52.9375602555802,Clare,Lahinch,Republic of Ireland,Hotel
Teach Óstan na Pairce Hotel,http://www.parklodgehotel.ie,+353(0)91553159,-9.26449848404411,53.2470201357408,Galway,Spiddal,Republic of Ireland,Hotel
Cedar Lodge Hotel and Restaurant,http://www.cedarlodgehotel.ie/,+353(0)51428386,-6.773846,52.364251,Wexford,Newbawn,Republic of Ireland,Hotel
Harcourt Hotel,http://www.harcourthotel.ie,+353(0)14783677,-6.26296227058696,53.3345299088083,Dublin,Dublin,Republic of Ireland,Hotel
Summerhill House Hotel,http://www.summerhillhousehotel.com,+353(0)12867928,-6.16399447792719,53.1903744568998,Wicklow,Enniskerry,Republic of Ireland,Hotel
Ardagh Hotel & Restaurant,http://www.facebook.com/ardaghhotel/,+353(0)9521384,-10.0174942245369,53.4688232636826,Galway,Clifden,Republic of Ireland,Hotel
Tinakilly Country House and Restaurant,http://www.tinakilly.ie,+353(0)40469274,-6.06691249016091,52.9961822790102,Wicklow,Rathnew,Republic of Ireland,Hotel
Sligo Southern Hotel,https://www.sligosouthernhotel.ie/,353719162101,-8.4827764704828,54.2714642427015,Sligo,,Republic of Ireland,Hotel
Dun A Ri House Hotel,http://www.dunarihouse.com,353429668091,-6.80406399999999,53.905079,Cavan,Kingscourt,Ireland,Hotel
"Oranmore Lodge Hotel, Conference and Leisure Centre",https://www.facebook.com/oranmorelodgehotel?ref=hl,+353(0)91794400,-8.9308824141035,53.2760256616919,Galway,Oranmore,Republic of Ireland,Hotel
The Westbury Hotel,http://www.doylecollection.com,+353(0)16791122,-6.26143753984638,53.3415244545117,Dublin,Dublin,Republic of Ireland,Hotel
Blarney Castle Hotel,http://www.blarneycastlehotel.com,+353(0)214385116,-8.56718984846213,51.9325030954086,Cork,Blarney,Republic of Ireland,Hotel
The Belvedere Hotel,http://www.belvederehotel.ie,+353(0)18737700,-6.26212823065373,53.355129668591,Dublin,Dublin,Republic of Ireland,Hotel
Hibernian Hotel,http://www.hibernianhotelmallow.com,+353(0)2258200,-8.64592732944777,52.1375983773317,Cork,Mallow,Republic of Ireland,Hotel
Finnstown Castle Hotel,http://www.finnstowncastlehotel.com,+353(0)16010700,-6.45312925390624,53.34018908949,Dublin,Lucan,Republic of Ireland,Hotel
Russell Court Hotel,http://www.russellcourthotel.ie,+353(0)14784991,-6.26367,53.335825,Dublin,Dublin,Republic of Ireland,Hotel
Adare Manor Hotel & Golf Resort,https://www.adaremanor.com/,35361605200,-8.77782559999999,52.5641885999999,Limerick,Adare,Ireland,Hotel
Danaghers Hotel,http://danaghershotelcong.wix.com/danaghers#!contact/c24vq,+353(0)949546028,-9.286207,53.540546,Mayo,Cong,Republic of Ireland,Hotel
Lough Inagh Lodge Hotel,http://www.loughinaghlodgehotel.ie,+353(0)9534706,-9.74199683374695,53.5207980512211,Galway,Recess,Republic of Ireland,Hotel
The Park Hotel and Leisure Centre,https://www.parkhoteldungarvan.com/,+353(0)5842899,-7.6231689453516,52.0945941196026,Waterford,Dungarvan,Republic of Ireland,Hotel
Allingham Arms Hotel,https://www.allinghamarmshotel.ie/,+353(0)719841075,-8.28365730307575,54.4767823556235,Donegal,Bundoran,Republic of Ireland,Hotel
Harbour View Hotel,http://www.harbourhotel.ie,+353(0)45879145,-6.66771150735758,53.2162072808157,Kildare,Naas,Republic of Ireland,Hotel
Cill Aodain Court Hotel,http://www.cillaodain.ie,+353(0)949381761,-8.998056,53.85042,Mayo,Kiltimagh,Republic of Ireland,Hotel
The Carraig,http://www.carraighotel.com,+353(0)51641455,-7.4124553208494,52.3453735055277,Tipperary,,Republic of Ireland,Hotel
Bay View Hotel (Killybegs),http://www.bayviewhotel.ie,+353(0)749731950,-8.4421739544386,54.6368004784074,Donegal,Killybegs,Republic of Ireland,Hotel
Walter Raleigh Hotel,http://www.walterraleighhotel.com,+353(0)2492011,-7.84349039078995,51.9467700129042,Cork,Youghal,Republic of Ireland,Hotel
Kilmurry Lodge Hotel,http://www.kilmurrylodge.com,+353(0)61331133,-8.55322562392518,52.6687479749452,Limerick,Castletroy,Republic of Ireland,Hotel
Gullane's Hotel,http://www.gullaneshotel.com,+353(0)909642220,-8.22116637053488,53.3305793846378,Galway,Ballinasloe,Republic of Ireland,Hotel
River Island Hotel,http://www.riverislandhotel.com/,+353(0)667142555,-9.46412947486874,52.2306869800036,Kerry,Castleisland,Republic of Ireland,Hotel
Beresford Hotel,http://www.beresfordhotelifsc.com,+353(0)18134700,-6.25269429332354,53.3500933581118,Dublin,Dublin,Republic of Ireland,Hotel
Dunmore House Hotel,http://www.dunmorehousehotel.ie,+353(0)238833352,-8.86767890368742,51.5902265035149,Cork,Muckross,Republic of Ireland,Hotel
Park House Hotel,http://www.parkhousehotel.ie,+353(0)91564924,-9.04673109688951,53.2744741344576,Galway,Eyre Square,Republic of Ireland,Hotel
Dinn Rí Hotel,http://www.dinnri.com,+353(0)599133111,-6.93003373189446,52.8358462543413,Carlow,Carlow Town,Republic of Ireland,Hotel
Langton House,http://www.langtons.ie,+353(0)567765133,-7.24826665583702,52.653279932597,Kilkenny,Kilkenny City,Republic of Ireland,Hotel
Forty Four Main Street,http://www.thefortyfour.ie/,+353(0)18401308,-6.221102,53.457636,Dublin,Swords,Republic of Ireland,Hotel
The Mercantile Hotel,http://www.mercantilehotel.ie,+353(0)16707100,-6.264007,53.343915,Dublin,Dublin,Republic of Ireland,Hotel
Dunbrody Country House Hotel,http://www.dunbrodyhouse.com,+353(0)51389600,-6.942125,52.23985,Wexford,Arthurstown,Republic of Ireland,Hotel
Ballyglass Country House,http://www.ballyglasshouse.com,+353(0)6252104,-8.165632,52.442009,Tipperary,,Republic of Ireland,Hotel
Limerick City Hotel,https://www.limerickcityhotel.ie/,35361207000,-8.63341119999999,52.6610648,Limerick,,Ireland,Hotel
Fennessys Hotel,http://www.fennessyshotel.com,+353(0)526123680,-7.702124,52.354589,Tipperary,Clonmel,Republic of Ireland,Hotel
Ibis Hotel,http://www.ibis.com/gb/hotel-0595-ibis-dublin/index.shtml,+353(0)14641480,-6.372506,53.318293,Dublin,Clondalkin,Republic of Ireland,Hotel
Springfort Hall Country House Hotel,https://twitter.com/springfort,+353(0)2221278,-8.644394,52.137064,Cork,Mallow,Republic of Ireland,Hotel
"Radisson Blu Hotel, Dublin Airport",http://www.radissonblu.ie/hotel-dublinairport,+353(0)18446000,-6.232407,53.426515,Dublin,Dublin Airport,Republic of Ireland,Hotel
The Address Cork,https://www.theaddresscork.com/,+353(0)214539000,-8.459401,51.905133,Cork,Cork City,Republic of Ireland,Hotel
Downhill Inn Hotel,http://www.downhillinn.ie,+353(0)9673444,-9.135038,54.119429,Mayo,Ballina,Republic of Ireland,Hotel
Killarney Court Hotel,http://www.killarneycourthotel.com/,+353(0)646637070,-9.515446,52.068823,Kerry,Killarney,Republic of Ireland,Hotel
Radisson Blu St. Helen's Hotel,http://www.radissonblu.ie/sthelenshotel-dublin,+353(0)12186000,-6.20564,53.304792,Dublin,Blackrock,Republic of Ireland,Hotel
Fitzwilliam Hotel,http://www.fitzwilliamhoteldublin.com,+353(0)14787000,-6.26142,53.339403,Dublin,Dublin,Republic of Ireland,Hotel
Meadowlands Hotel,https://www.meadowlandshotel.com/,+353(0)667180444,-9.691311,52.27621,Kerry,Tralee,Republic of Ireland,Hotel
Roxford Lodge Hotel,http://www.roxfordlodge.ie/en/,+353(0)16688572,-6.237116,53.33539,Dublin,Ballsbridge,Republic of Ireland,Hotel
Lady Gregory Hotel Conference and Leisure Club,http://www.ladygregoryhotel.ie,+353(0)91632333,-8.814912,53.061221,Galway,Gort,Republic of Ireland,Hotel
Taylors Three Rock Hotel,http://www.taylorsthreerock.ie,+353(0)14942311,-6.262253,53.268386,Dublin,Rathfarnham,Republic of Ireland,Hotel
Times Hotel,,+353(0)6231111,-8.157902,52.473949,Tipperary,Tipperary Town,Republic of Ireland,Hotel
Bella Vista Hotel,http://www.bellavistahotel.ie,+353(0)214812450,-8.297062,51.851385,Cork,Cobh,Republic of Ireland,Hotel
Leenane Hotel,http://leenanehotel.com/,+353(0)9542249,-9.70493,53.594557,Galway,Leenane,Republic of Ireland,Hotel
The Wilton Hotel,http://www.wiltonhotelbray.com,+353(0)12760258,-6.100199,53.186639,Wicklow,Bray,Republic of Ireland,Hotel
Grand Central Hotel,http://www.grandcentralbundoran.com/,+353(0)719842722,-8.276529,54.47987,Donegal,Bundoran,Republic of Ireland,Hotel
WatersEdge Hotel,http://www.watersedgehotel.ie,+353(0)214815566,-8.297908,51.849027,Cork,Cobh,Republic of Ireland,Hotel
Brook Lodge Hotel,http://www.brooklodgekillarney.com,+353(0)646631800,-9.512499,52.060785,Kerry,Killarney,Republic of Ireland,Hotel
Riverside Hotel Killarney,http://www.riversidehotelkillarney.com,+353(0)646639200,-9.507321,52.049159,Kerry,Killarney,Republic of Ireland,Hotel
Ballina Manor Hotel,http://ballinamanorhotel.ie/,+353(0)9680900,-9.15404,54.112587,Mayo,Ballina,Republic of Ireland,Hotel
Mulcahy's Hotel,http://www.mulcahys.ie,+353(0)526125054,-7.70171,52.353766,Tipperary,Clonmel,Republic of Ireland,Hotel
An Crúiscín Lán,http://www.cruiscin.ie,+353(0)91553148,-9.306534,53.243982,Galway,Spiddal,Republic of Ireland,Hotel
Travelodge Limerick,http://www.travelodge.ie/hotels/229/Limerick-Ennis-Road-hotel,35361457000,-8.6756236,52.673521,Limerick,Knock,Ireland,Hotel
Woodenbridge Lodge,http://www.woodenbridgehotel.com,+353(0)40235146,-6.23495287829587,52.8323229222345,Wicklow,Woodenbridge,Republic of Ireland,Hotel
The Pilgrims Rest Hotel,http://www.thepilgrimsrest.com,+353(0)5852917,-7.848526,52.183216,Waterford,Cappoquin,Republic of Ireland,Hotel
Downings Bay Hotel,http://www.downingsbayhotel.com,+353(0)749155586,-7.835622,55.194587,Donegal,Downings,Republic of Ireland,Hotel
Quality Hotel Youghal,http://www.qualityyoughal.com,+353(0)2493050,-7.872633,51.924996,Cork,Youghal,Republic of Ireland,Hotel
Malinbeg Hostel,http://www.malinbeghostel.com,+353(0)749730006,-8.72941910534666,54.7079733975011,Donegal,,Republic of Ireland,Hostel
Courtbrack Accommodation,,+353(0)61302500,-8.646733,52.655444,Limerick,Limerick City,Republic of Ireland,Hostel
Isaacs Hostel,http://www.facebook.com/isaacshosteldublin,+353(0)18556215,-6.253322,53.34998,Dublin,Dublin,Republic of Ireland,Hostel
Kinlay House Dublin,http://www.kinlaydublin.ie,+353(0)16796644,-6.269701,53.343801,Dublin,Dublin,Republic of Ireland,Hostel
"Sheilas Tourist Hostel
",http://www.sheilashostel.ie,+353(0)214505562,-8.465951,51.902614,Cork,Cork City,Republic of Ireland,Hostel
Dingle Gate Hostel,http://www.dinglegatehostel.com,+353(0)669157150,-10.028498,52.160462,Kerry,Annascaul,Republic of Ireland,Hostel
Cashel Holiday Hostel,http://www.cashelhostel.com,+353(0)6262330,-7.887698,52.516,Tipperary,Cashel,Republic of Ireland,Hostel
Old Monastery Hostel,http://www.oldmonasteryhostel.com,+353(0)872349543,-9.946109,53.551973,Galway,Letterfrack,Republic of Ireland,Hostel
Flanagan's Village Hostel,http://www.flanaganshostel.com,+353(0)657074564,-9.36859,53.02227,Clare,Doolin,Republic of Ireland,Hostel
Oliver St John Gogarty’s,http://www.gogartys.ie/hostel/,+353(0)16711822,-6.261697,53.345375,Dublin,Dublin,Republic of Ireland,Hostel
Killarney Railway Hostel,http://www.killarneyhostel.com,+353(0)646635299,-9.503186,52.060525,Kerry,Killarney,Republic of Ireland,Hostel
The Abbey Court Hostel,http://www.abbey-court.com/,+353(0)18780700,-6.260383,53.347532,Dublin,Dublin,Republic of Ireland,Hostel
Donegal Town Independent Hostel,http://www.donegaltownhostel.com,+353(0)749722805,-8.12595376836589,54.6561990067684,Donegal,Donegal Town,Republic of Ireland,Hostel
Rainbow Hostel,,+353(0)657074415,-9.370623,53.019764,Clare,Doolin,Republic of Ireland,Hostel
Dempsey's Hostel,http://www.hostelkinsale.com,+353(0)214772124,-8.514567,51.708141,Cork,Kinsale,Republic of Ireland,Hostel
Ballyvaughan,http://www.rentacottage.ie/self-catering/Clare/Ballyvaughan/Ballyvaughan_Holiday_Cottages_4_Bed_(Type_A)-1.html,+353(0)61411109,-9.1426320368281,53.1177577511564,Limerick,,Republic of Ireland,Self Catering Accommodation
Killarney Lakeland Cottages,http://www.killarneycottages.com,+353(0)646633290,-9.481653,52.030964,Kerry,Muckross,Republic of Ireland,Self Catering Accommodation
Old Deanery Holiday Cottages,http://www.olddeanerycottages.com,+353(0)9632221,-9.220393,54.212835,Mayo,Killala,Republic of Ireland,Self Catering Accommodation
Quilty Holiday Cottages,http://www.quiltycottages.com,+353(0)657087095,-9.44334131944732,52.8306000396342,Clare,Quilty,Republic of Ireland,Self Catering Accommodation
Kinsale Holiday Village,http://www.kinsaleholidayvillage.com,+353(0)214772488,-8.516539,51.709711,Cork,Kinsale,Republic of Ireland,Self Catering Accommodation
Ardnagashel Estate,https://twitter.com/search?q=rentacottageIRE&src=typd,+353(0)61411109,-9.472418,51.726924,Cork,Bantry,Republic of Ireland,Self Catering Accommodation
Dingle Marina Cottages,http://www.dinglecottages.com,+353(0)669150200,-10.281096,52.140331,Kerry,Dingle,Republic of Ireland,Self Catering Accommodation
Aughrim Holiday Village,https://www.tridentholidayhomes.ie/rentals/house-aughrim-aughrim-holiday-village-191983.html,+353(0)12018479,-6.330294,52.85331,Wicklow,Aughrim,Republic of Ireland,Self Catering Accommodation
Carraroe Holiday Village,http://www.carraroeholidaycottages.ie,+353(0)91551170,-9.601626,53.264241,Galway,Lettermore,Republic of Ireland,Self Catering Accommodation
Fairgreen Holiday Cottages,http://www.fairgreencottages.com,+353(0)749521247,-8.365927,54.953188,Donegal,Dungloe,Republic of Ireland,Self Catering Accommodation
Killarney's Holiday Village,https://twitter.com/search?q=killarney%20holidayvillage&src=typd,+353(0)646636667,-9.495926,52.040112,Kerry,Killarney,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Heyward Mews,http://www.tridentholidayhomes.ie/rentals/rentals-swords-d459497/,+353(0)12018479,-6.271584,53.486051,Dublin,Swords,Republic of Ireland,Self Catering Accommodation
Seacliff Holiday Village,https://www.tridentholidayhomes.ie/rentals/house-dunmore-east-seacliff-holiday-homes-178065.html,+353(0)12018479,-6.9897,52.158867,Waterford,Dunmore East,Republic of Ireland,Self Catering Accommodation
Doonbeg Holiday Homes,https://twitter.com/search?q=rentacottageIRE&src=typd,+353(0)61411109,-9.500097,52.747711,Clare,Doonbeg,Republic of Ireland,Self Catering Accommodation
Tra Na Rosann,https://anoige.ie/tra-na-rosann/,+353(0)749155374,-7.804096,55.229375,Donegal,Downings,Republic of Ireland,Hostel
Knockree Youth Hostel,http://www.facebook.com/anoige,+353(0)12767981,-6.211837,53.17841,Wicklow,Knockree,Republic of Ireland,Hostel
